,VideoID,Title,Description,View_Count,Like_Count,Dislike_Count,Favorite_Count,Comment_Count,Duration,Definition
1210,GcZ89Aj2zs0,All Quiet on the Western Front (1930),"Riots erupted in Germany when when this anti-war classic debuted in cinemas. Lewis Milestone (who took home a directing Oscar along with the Best Picture award) imported tons of WW I German and French military equipment in his quest for authenticity. DP Karl Freund suggested the indelible concluding butterfly sequence. Star Lew Ayres, a genuine pacifist whose career suffered a decade later, served selflessly in WW II in noncombat positions. Banned in France until 1962.

As always, you can find more commentary, more reviews, more podcasts, and more deep-dives into the films you don't know you love yet over at the Trailers From Hell mothership: 

http://www.trailersfromhell.com

But wait! There's more! TFH has a podcast! 

It's THE MOVIES THAT MADE ME, where you can join Oscar-nominated screenwriter Josh Olson and his, ummm, ""co-host"" Joe Dante in conversation with filmmakers, comedians, and all-around interesting people about the movies that made them who they are. Check it out now, and please subscribe wherever podcasts can be found.

Apple Podcasts: https://podcasts.apple.com/us/podcast/the-movies-that-made-me/id1412094313
Spotify: http://spotify.trailersfromhell.com
Simplecast: https://themoviesthatmademe.simplecast.com/
Google Play: http://googleplay.trailersfromhell.com
RSS: http://goo.gl/3faeG7

Follow us on Twitter: http://www.twitter.com/trailersfromhel
Like us on Facebook: http://www.facebook.com/trailersfromhell
Scroll through us on Instagram: http://www.instagram.com/trailersfromhell",11268,38,2,0,7,PT3M7S,hd
1211,tw5N0VJIvZA,Cimarron (1931),"A newspaper editor settles in an Oklahoma boom town with his reluctant wife at the end of the nineteenth century.

Director: Wesley Ruggles
Writers: Edna Ferber (novel), Howard Estabrook (screen version),
Howard Estabrook (dialogue), Louis Sarecky (contributing writer)
Stars: Richard Dix, Irene Dunne, Estelle Taylor,
Nance O'Neil, William Collier Jr., Roscoe Ates...

Tagline: World's Mightiest Show!

Genres: Drama | Western
Color: Black and White
Runtime: 123 min
Country: USA
Language: English | French
Release Date: 9 February 1931 (USA)
Budget: $1.433.000 (estimated)

Won 3 Oscars. Another 2 wins & 4 nominations.
See: http://www.imdb.com/title/tt0021746/awards?ref_=tt_awd

For more info: http://www.imdb.com/title/tt0021746/",16058,32,4,0,3,PT32S,sd
1212,fUhl5o8cJ5g,Grand Hotel (1932),"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

Grand Hotel Trailer - Directed by Edmund Goulding and starring John Barrymore, Wallace Beery, Lionel Barrymore, Lewis Stone, Jean Hersholt. Guests at a posh Berlin hotel struggle through scandal and heartache.

MGM - 1932",60016,224,9,0,20,PT2M31S,sd
1213,aFalJyGNGmE,Mutiny on the Bounty (1935),"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

Mutiny on the Bounty Trailer - Directed by Frank Lloyd and starring Charles Laughton, Clark Gable, Franchot Tone, Herbert Mundin, Eddie Quillan. Fletcher Christian successfully leads a revolt against the ruthless Captain Bligh on the HMS Bounty. However, Bligh returns one year later, hell bent on avenging his captors.

MGM - 1935",60314,192,11,0,22,PT3M14S,sd
1214,3EVmRzfCbOU,"Great Ziegfeld, The (1936)","This biography follows the ups and downs of Florenz Ziegfeld, famed producer of extravagant stage revues.

Director:
Robert Z. Leonard
Writer:
William Anthony McGuire (screenplay)
Stars:
William Powell, Myrna Loy and Luise Rainer",2821,9,1,0,1,PT1M45S,sd
1215,bTStzVavGpo,"Life of Emile Zola, The (1937)","Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

The Life of Emile Zola Trailer - Directed by William Dieterle and starring Paul Muni, Joseph Schildkraut, Donald Crisp, John Litel, Henry O'Neill. A bio-epic of the famous writer Emile Zola. 

MGM - 1937",19815,96,2,0,9,PT4M19S,sd
1216,0WY9RAroTS0,You Can't Take It with You (1938),"A man from a family of rich snobs becomes engaged to a woman from a good-natured but decidedly eccentric family.

Director:
Frank Capra
Writers:
Robert Riskin (screenplay), George S. Kaufman (based upon the play by), and 1 more credit »
Stars:
Jean Arthur, James Stewart and Lionel Barrymore",124096,452,19,0,26,PT1M54S,sd
1217,Om_mAeQ1GWc,How Green Was My Valley (1941),"How Green Was My Valley
starring:  Maureen O'Hara and Walter Pidgeon",32590,127,3,0,16,PT1M43S,sd
1218,QXXHxxSZZ8A,Mrs. Miniver (1942),"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

Mrs. Miniver Trailer - Directed by William Wyler and starring Walter Pidgeon, Reginald Owen, Henry Travers, Richard Ney, Henry Wilcoxon. The Minivers, an English ""middle-class"" family experience life in the first months of World War II.

MGM - 1942",59221,217,8,0,13,PT2M41S,sd
1219,ecjzal-wlKQ,Going My Way (1944),"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

Going My Way Trailer - Directed by Leo McCarey and starring Bing Crosby, Barry Fitzgerald, Frank McHugh, James Brown, Gene Lockhart. Directed by Leo McCarey. With Bing Crosby, Barry Fitzgerald, Frank McHugh, James Brown. Youthful Father Chuck O&#x27;Malley led a colorful life of sports, song, and romance before joining the Roman Catholic clergy...

Universal - 1944",87450,245,13,0,18,PT2M15S,sd
1220,j-tefK9hkuM,"Lost Weekend, The (1945)",trailer for the film noir.  www.noiroftheweek.com,164858,482,12,0,67,PT2M7S,sd
1221,cLDBiSPKgKI,"Best Years of Our Lives, The (1946)","The Best Years of Our Lives is available on Blu-ray 11/5/13 at the WB Shop http://bit.ly/TBYOUFWBShop

This Academy Award(R)-winning masterpiece recounts the problems faced by three returning veterans after WWII as they attempt to pick up the threads of their lives. Fredric March, Harold Russell and Dana Andrews are superb as the servicemen who Year: 1946 Director: William Wyler Starring: Fredric March, Myrna Loy, Dana Andrews

Like Warner Bros. on Facebook at http://on.fb.me/WBEntFB
Follow Warner Bros. on Twitter at http://bit.ly/WBHETW

Connect with Warner Bros. Entertainment Online:
Follow Warner Bros. Entertainment INSTAGRAM: https://www.instagram.com/warnerbrosentertainment/
Like Warner Bros. Entertainment on FACEBOOK: https://www.facebook.com/warnerbrosent/
Follow Warner Bros. Entertainment TWITTER: https://twitter.com/WBHomeEnt

At Warner Bros. Entertainment, we believe in the power of story. From classics to contemporary masterpieces, explore and watch a library full of extraordinary, stirring, and provocative entertainment that goes beyond the big screen. Subscribe to discover new favorites from the studio that brought you Friends, JOKER, the Conjuring Universe, and The Wizarding World of Harry Potter™.

The Best Years Of Our Lives | Homer's Homecoming | Warner Bros. Entertainment
https://youtu.be/cLDBiSPKgKI

Warner Bros. Entertainment 
https://www.youtube.com/user/WarnerBrosOnline",78728,328,6,0,73,PT2M3S,hd
1222,E2eAXa7rNXw,Gentleman's Agreement (1947),"The trailer to Gentleman's Agreement
starring Gregory Peck, Celeste Holm, Dorothy McGuire, John Garfield, June Havok and Jane Wyatt

There are also inclusions of the Academy Awards",35695,158,13,0,14,PT2M59S,sd
1223,9G8LjlR60bw,Hamlet (1948), ,8700,31,1,0,4,PT2M21S,sd
1224,XobX7GCecOY,All the King's Men (1949),trailer for the film 1949,19903,24,4,0,2,PT2M36S,sd
1225,8GJHCicaOs0,"Greatest Show on Earth, The (1952)",,73533,276,17,0,26,PT4M5S,sd
1226,I7BwIPCX6ZQ,From Here to Eternity (1953),"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt
From Here to Eternity (1953) Official Teaser Trailer - Burt Lancaster Movie

In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",204254,441,45,0,39,PT1M2S,sd
1227,PAUysPs8NjA,On the Waterfront (1954),trailer for the classic film.  Marlon Brando,8224,13,2,0,1,PT2M39S,sd
1228,BMP-uD8F8tc,Marty (1955),"Directed by Delbert Mann, starring Ernest Borgnine and Betsy Blair.",81582,438,11,0,71,PT2M57S,sd
1229,_K7g0_lklLE,West Side Story (1961),"Actress Rita Moreno talks about how WEST SIDE STORY broke all the rules of film musicals when it was released in 1961, with costume choices, seriousness and the grittiness violence portrayed. WEST SIDE STORY is #41 on AFI's List of the Top 100 Films. 1961 marks the 50th Anniversary of the film's release.

Connect with us:
http://www.facebook.com/AmericanFilmInstitute
http://www.facebook.com/AFIFEST
@AmericanFilm
@AFIFest
http://afi-afifest.tumblr.com/",24433,189,7,0,44,PT2M18S,sd
1230,nMj0-fU25dM,In the Heat of the Night (1967),"An African American detective is asked to investigate a murder in a racist southern town.
Winner of 5 Academy Awards
Directed by Norman Jewison
Starring Sidney Poitier and Rod Steiger",45767,91,3,0,15,PT2M20S,hd
1231,MJoCL6npA14,Oliver! (1968),Trailer for Oliver! (1968) captured from the 3 Ninjas – High Noon at Mega Mountain (1998) VHS tape. This tape is labeled 12223 and released in (1998).,54628,135,3,0,29,PT1M7S,sd
1232,a2yBydiEJrI,Midnight Cowboy (1969),"Trailer for John Schlesinger's film starring Dustin Hoffman, Jon Voight, Sylvia Miles, John McGiver, Brenda Vaccaro, Barnard Hughes, Ruth White, Jennifer Salt, Gilman Rankin, T. Tom Marlow, George Eppersen, Al Scott, Linda Davis, J.T. Masters,",250126,840,31,0,106,PT2M4S,sd
1233,pFRx2fVeQj4,"French Connection, The (1971)","Five Oscars went to William Friedkin’s dynamic NYPD saga based on the exploits of detective Eddie Egan, who envisioned himself being played by Rod Taylor. Instead, Gene Hackman leapt to stardom in the role. The Department, annoyed by scripter Ernest Tidyman’s portrayal of the force, canned Egan seven hours before he was to sign his retirement papers!

We've got your hookup at http://www.trailersfromhell.com

On our podcast THE MOVIES THAT MADE ME, join Oscar-nominated screenwriter Josh Olson and TFH Fearless Leader Joe Dante in conversation with filmmakers, comedians, and all-around interesting people about the movies that made them who they are. Check it out now, and please subscribe wherever podcasts can be found.

Apple Podcasts: https://podcasts.apple.com/us/podcast/the-movies-that-made-me/id1412094313
Spotify: http://spotify.trailersfromhell.com
Libsyn: http://podcast.trailersfromhell.com
Google Play: http://googleplay.trailersfromhell.com",12000,220,1,0,35,PT3M19S,hd
1234,3VUblDwa648,Rocky (1976),"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

Rocky Trailer - Directed by John G. Avildsen and starring Sylvester Stallone, Burt Young, Carl Weathers, Burgess Meredith, Thayer David. A small time boxer gets a once-in-a-lifetime chance to fight the heavyweight champ in a bout in which he strives to go the distance for his self-respect.

MGM - 1976",701834,2741,69,0,167,PT1M40S,hd
1235,jNLcfJ06y34,Kramer vs. Kramer (1979),Trailer for Robert Benton's film,809221,1120,65,0,141,PT1M35S,sd
1236,BdjlLq1tqmU,Ordinary People (1980),"Directed by Robert Redford
Written by Alvin Sargent (screenplay) & Judith Guest (novel)

Starring Donald Sutherland, Mary Tyler Moore, Judd Hirsch, Timothy Hutton and Elizabeth McGovern

http://www.imdb.com/title/tt0081283/",117011,266,7,0,56,PT2M18S,sd
1237,uPe27x0_W2M,Chariots of Fire (1981),"Chariots of Fire will be release into cinemas July 13th.

Chariots of Fire tells the story of two very different men who compete as runners in the 1924 Paris Olympics: 

Eric Liddell is a devout Christian who believes that his athletic abilities are a gift from God, and that using that gift to its fullest extent - to win the gold medal - will be his way of repaying that gift. 

Harold Abrahams is an English Jew, a student at Cambridge, who dreams of fame and of proving to his anti-Semitic fellow students, and to the world, that Jews are in no respect inferior. 
Their motives are noble. Their commitment is total. Their integrity is unquestionable. They will both make personal sacrifices to achieve their goals. In the process, through all the obstacles and personal issues they conquer, they prove that striving for victory in their own terms is, perhaps, its own reward. 

Based on a true story, CHARIOTS OF FIRE was the winner of four Academy Awards®, including Best Picture and Best Original Screenplay, in addition to receiving nominations for three more.

-~-~~-~~~-~~-~-
Please watch: ""The Martian | European Premiere Highlights | Official HD Featurette"" 
➨ https://www.youtube.com/watch?v=KwQfxPR7i34
-~-~~-~~~-~~-~-",262676,1014,42,0,46,PT1M9S,hd
1238,66sV-VWkg-4,"Last Emperor, The (1987)","An early 1988 television spot for the award-winning Bernardo Bertolucci film, released in late 1987 and starring John Lone, Peter O'Toole, Joan Chen, Victor Wong, Ying Ruocheng, Dennis Dun, Maggie Han, Vivian Wu, Ric Young, and Ryuichi Sakamoto.",49925,42,1,0,4,PT30S,sd
1239,mlNwXuHUA8I,Rain Man (1988),"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

Rain Man Official Trailer #1 - Tom Cruise, Dustin Hoffman Movie (1988) HD

Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.

Directed by Barry Levinson and starring Dustin Hoffman, Tom Cruise, Gerald R. Molen, Jack Murdock, Michael D. Roberts. A sensible drama about the reunification of two very different brothers and their struggle to stay together. Dustin Hoffman won an Oscar for best actor for his memorable performance as the autistic Raymond.

MGM - 1988",2942331,11495,330,0,540,PT2M14S,sd
1240,pKRj7QCIXnY,Driving Miss Daisy (1989),"Winner of four Academy Awards, including Best Picture and Best Actress (Jessica Tandy), and receiving more nominations than any other movie that year, this is the touching tale of an unusual quarter-century friendship between an eccentric elderly Southern Jewish matron and her loyal, black chauffeur. Starring Oscar-winner Morgan Freeman (""Million Dollar Baby,"" ""The Shawshank Redemption"") and Dan Aykroyd (""Ghostbusters""), co-starring Patti LuPone (TV's ""Life Goes On"") and Esther Rolle (TV's ""Good Times"") and directed by Bruce Beresford (""Tender Mercies""). The Today Show says it ""comes close to perfection...to see it once is to remember it forever..."" Selected by the prestigious American Film Institute as one of the 400 greatest American films of all time. #Trailer #WB",278578,668,59,0,25,PT2M10S,sd
1241,Hrithr42oUM,Take the Money and Run (1969),"Take The Money And Run Trailer 1969
Director: Woody Allen
Starring: Janet Margolin, Louise Lasser, Woody Allen, Marcel Hillaire, Jacquelyn Hyde, Lonny Chapman

Official Content From Twentieth Century Fox Home Entertainment

A well intentioned loser makes a bad career decision and turns to a life of crime where he fails miserably. Some very funny moments mark Allen's directorial debut.

Movie, Take The Money And Run Movie,Take The Money And Run Trailer,Take The Money And Run 1969, Woody Allen,Janet Margolin, Louise Lasser, Woody Allen, Marcel Hillaire, Jacquelyn Hyde, Lonny Chapman",9090,15,4,0,1,PT1M3S,sd
